round_epochs,val_loss,val_acc,loss,acc,lr,first_neuron,hidden_layers,batch_size,epochs,dropout,kernel_initializer,optimizer,losses,activation,last_activation
100,0.5913256789956775,0.7777777673706175,0.47632540285992786,0.8197278895345675,0.001,6,2,10,100,0,normal,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb280fa2f0>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
200,0.6474836270014445,0.7698412670029534,0.40779910444402373,0.8197279049425709,0.003,6,0,20,200,0,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb280fa2f0>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
100,0.22660239371988508,0.7777777768316723,0.19003404210619376,0.8231292561608918,0.003,6,0,20,100,0,uniform,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb280f5d08>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
100,0.1868387484361255,0.7777777768316723,0.09490740699630205,0.8979591751585201,0.003,12,2,20,100,0,uniform,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb280f5d08>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
200,0.5548498006094069,0.7777777768316723,0.47372235104340277,0.8197278988604643,0.001,6,2,20,200,0,normal,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb280fa2f0>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
200,0.1784404011236297,0.7698412599071623,0.15421826090841068,0.8095238135785473,0.001,6,5,10,200,0,normal,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb280f5d08>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
100,0.17194931114476825,0.7698412670029534,0.14502835304153208,0.8095238204716014,0.003,6,2,20,100,0,uniform,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb280f5d08>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
200,0.5441234017175341,0.7698412670029534,0.48693492055750215,0.8095238245263392,0.001,12,5,20,200,0,normal,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb280fa2f0>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
100,0.5439625254699162,0.7698412599071623,0.48697166175258405,0.8095238168223374,0.003,6,2,10,100,0,uniform,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb280fa2f0>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
200,0.5742055272299146,0.777777772101145,0.3567974991133424,0.853741490111059,0.001,12,2,10,200,0,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb280fa2f0>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
100,0.17897547308414702,0.7698412599071623,0.15426583978391828,0.8095238143894948,0.003,6,7,10,100,0,uniform,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb280f5d08>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
200,0.5419310624637301,0.7698412670029534,0.48731770118077594,0.8095238208770752,0.003,6,5,20,200,0,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb280fa2f0>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
100,0.18588697248035008,0.7936507870280554,0.13755700687820815,0.8435374117221962,0.001,6,7,10,100,0,uniform,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb280f5d08>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
200,0.5390342275301615,0.7857142828759693,0.4447227840115424,0.8469387783485205,0.001,6,2,10,200,0,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb280fa2f0>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
200,0.20490611971370756,0.7857142866603912,0.11646161248692039,0.8673469476959332,0.003,12,5,20,200,0,uniform,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb280f5d08>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
200,0.166363501359546,0.7936507870280554,0.13927540445991723,0.8299319683289041,0.001,6,7,10,200,0,uniform,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb280f5d08>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
100,0.22629820165180026,0.7777777768316723,0.13060001501826202,0.8299319804931173,0.001,12,0,20,100,0,uniform,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb280f5d08>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
100,0.611455259815095,0.7857142795646002,0.37548932544633645,0.8469387682116761,0.003,12,2,10,100,0,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb280fa2f0>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
200,0.5582847401263222,0.7698412599071623,0.4345982846151404,0.8095238127675998,0.001,6,7,10,200,0,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb280fa2f0>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
200,0.17958927059930468,0.7698412670029534,0.15299511341010633,0.8095238208770752,0.003,12,5,20,200,0,normal,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb280f5d08>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
200,0.5714520291676597,0.7777777768316723,0.4194829547080864,0.8231292602156295,0.001,12,2,20,200,0,normal,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb280fa2f0>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
100,0.18385605632312715,0.7777777768316723,0.15159171358460471,0.809523822904444,0.003,6,2,20,100,0,normal,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb280f5d08>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
100,0.17797356016106075,0.7698412670029534,0.1588498536421328,0.809523822904444,0.003,12,7,20,100,0,normal,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb280f5d08>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
200,0.17394592979597667,0.793650782297528,0.11944850110987416,0.8537414880836902,0.003,12,5,10,200,0,uniform,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb280f5d08>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
100,0.5414585338698493,0.7698412670029534,0.4874524942466191,0.8095238208770752,0.003,12,5,20,100,0,normal,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb280fa2f0>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
200,0.16572880059007614,0.7857142866603912,0.11513480204505985,0.8707483045908869,0.003,6,2,20,200,0,normal,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb280f5d08>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
200,0.23015852154247343,0.7698412670029534,0.19047507663973334,0.809523822904444,0.003,6,0,20,200,0,normal,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb280f5d08>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
100,0.5606750774951208,0.7857142819298638,0.4212314495626761,0.8469387653733598,0.003,6,5,10,100,0,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb280fa2f0>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
200,0.19794385892058175,0.7857142819298638,0.11442416858840354,0.880952373653853,0.003,12,5,10,200,0,normal,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb280f5d08>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
100,0.5426984164449904,0.7777777768316723,0.46530582831830397,0.8197278984549905,0.001,6,7,20,100,0,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb280fa2f0>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
100,0.5817079889395881,0.777777772101145,0.40211952350983005,0.8231292508897328,0.001,6,2,10,100,0,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb280fa2f0>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
100,0.23014797542303328,0.7698412646376898,0.1904734628541129,0.8095238107402308,0.003,12,0,10,100,0,normal,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb280f5d08>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
100,0.23006186740739004,0.7698412670029534,0.19047606731353162,0.8095238208770752,0.003,12,0,20,100,0,uniform,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb280f5d08>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
100,0.5438906744359031,0.7698412599071623,0.4870006298126818,0.8095238127675998,0.001,6,5,10,100,0,uniform,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb280fa2f0>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
100,0.6810432965793307,0.7698412599071623,0.39767984387015,0.8095238117539153,0.001,12,7,10,100,0,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb280fa2f0>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
200,0.19446822409591977,0.7777777768316723,0.12959560502928738,0.8231292508897328,0.003,12,2,10,200,0,normal,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb280f5d08>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
200,0.17738962528251467,0.7698412670029534,0.15484951973772373,0.8095238245263392,0.001,6,7,20,200,0,normal,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb280f5d08>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
200,0.1784187668845767,0.7698412599071623,0.1542216700812181,0.8095238127675998,0.001,12,5,10,200,0,uniform,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb280f5d08>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
200,0.18370540037987723,0.7698412599071623,0.1481262350797045,0.8095238156059161,0.003,6,2,10,200,0,uniform,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb280f5d08>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
100,0.6497066340276173,0.777777772101145,0.35504398231400924,0.8775510163534255,0.001,12,2,10,100,0,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb280fa2f0>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
100,0.535701246488662,0.7698412670029534,0.47645352790955786,0.8095238224989703,0.001,12,2,20,100,0,normal,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb280fa2f0>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
100,0.19828807290584322,0.777777772101145,0.11742928606730436,0.8605442087666518,0.003,6,2,10,100,0,normal,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb280f5d08>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
100,3.6582917637295194,0.7698412670029534,3.0701148395408793,0.8095238269591818,0.003,6,0,20,100,0,normal,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb280fa2f0>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
200,0.5443816809427171,0.7698412599071623,0.4869467178169562,0.8095238158086531,0.001,6,5,10,200,0,normal,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb280fa2f0>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
200,0.17936740366239395,0.7777777673706175,0.12919924433539515,0.8231292557554181,0.001,6,5,20,200,0,uniform,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb280f5d08>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
100,0.17577898277649803,0.7698412599071623,0.1477748818670203,0.8095238123621259,0.003,6,2,10,100,0,normal,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb280f5d08>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
100,0.6116430608053056,0.7936507964891101,0.37919454894909244,0.8639455798531877,0.001,12,2,20,100,0,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb280fa2f0>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
200,0.5490597562184409,0.7777777768316723,0.428397785644142,0.8537414978150608,0.003,6,5,20,200,0,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb280fa2f0>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
100,12.27310612088158,0.2301587344162048,12.274364270320556,0.2176870770093535,0.003,6,0,20,100,0,uniform,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb280fa2f0>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
100,0.19787372483147514,0.7698412599071623,0.15008811695741958,0.8095238127675998,0.001,6,2,10,100,0,normal,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb280f5d08>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
100,0.17887088869299209,0.7698412599071623,0.15423693254488666,0.8095238117539153,0.003,6,0,10,100,0,normal,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb280f5d08>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
200,0.17836060292190975,0.7698412599071623,0.15423003148262193,0.8095238127675998,0.001,6,7,10,200,0,normal,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb280f5d08>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
100,0.17540737418901353,0.7698412670029534,0.1425718663095617,0.8095238208770752,0.001,12,7,20,100,0,uniform,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb280f5d08>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
200,0.682516596620045,0.7857142771993365,0.36859194539031204,0.8435374161824077,0.001,12,7,10,200,0,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb280fa2f0>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
100,0.5430356358724927,0.7777777673706175,0.4572093888204925,0.8231292622429984,0.003,12,5,20,100,0,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb280fa2f0>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
100,0.1775008024913924,0.7698412599071623,0.15470090870853184,0.8095238127675998,0.001,6,5,10,100,0,normal,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb280f5d08>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
100,0.17948204633735476,0.7777777768316723,0.11580698202256443,0.8503401324051578,0.003,12,2,20,100,0,normal,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb280f5d08>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
100,0.5232238930369181,0.7698412670029534,0.4274905305735919,0.809523822904444,0.003,12,7,20,100,0,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb280fa2f0>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
100,0.17817754144706424,0.7698412670029534,0.15933210818337745,0.8095238224989703,0.003,6,5,20,100,0,uniform,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb280f5d08>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
100,0.6735802510428051,0.7698412599071623,0.4697022342762979,0.8095238127675998,0.001,6,2,10,100,0,normal,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb280fa2f0>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
200,0.5440819594595168,0.7698412670029534,0.48694679323507817,0.8095238224989703,0.003,6,5,20,200,0,normal,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb280fa2f0>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
100,0.5117756762201824,0.7777777673706175,0.4514777017693941,0.8163265334505613,0.001,6,0,20,100,0,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb280fa2f0>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
200,3.70891429129101,0.7698412599071623,2.617470353030834,0.8095238135785473,0.001,6,0,10,200,0,uniform,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb280fa2f0>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
200,0.6109511156876882,0.7698412599071623,0.4799663754953008,0.8095238135785473,0.003,6,2,10,200,0,normal,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb280fa2f0>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
100,0.5822701217636229,0.7698412670029534,0.41847765790361935,0.8095238188497064,0.003,12,7,20,100,0,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb280fa2f0>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
100,0.1820211476749844,0.7857142819298638,0.14396927318199962,0.8265306081901602,0.001,6,5,10,100,0,uniform,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb280f5d08>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
100,0.17740485001178014,0.7698412599071623,0.15483934926439305,0.8095238115511784,0.003,12,5,10,100,0,uniform,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb280f5d08>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
200,0.23015840860113265,0.7936507870280554,0.1793915714623821,0.8197278927783577,0.003,12,0,10,200,0,normal,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb280f5d08>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
100,12.27310612088158,0.2301587344162048,3.9618913502920243,0.710884361850972,0.001,12,0,20,100,0,normal,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb280fa2f0>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
100,0.18193439571630388,0.7857142819298638,0.12950046773569113,0.8503401328106316,0.001,12,5,10,100,0,uniform,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb280f5d08>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
200,0.6367562252377706,0.7936507870280554,0.36243539034914807,0.8503401324051578,0.003,6,2,20,200,0,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb280fa2f0>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
200,0.5925747373747448,0.7857142771993365,0.46326804363808666,0.8231292602156295,0.001,12,2,20,200,0,uniform,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb280fa2f0>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
200,0.5258040957980685,0.7698412670029534,0.4232850877606139,0.8095238208770752,0.003,6,7,20,200,0,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb280fa2f0>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
100,0.1865956834147847,0.7698412599071623,0.15123034486559783,0.8095238168223374,0.001,6,2,10,100,0,uniform,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb280f5d08>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
200,0.6813373187231639,0.7777777673706175,0.32505041411539326,0.8877550935258671,0.001,12,5,10,200,0,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb280fa2f0>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
200,0.20141192773977915,0.7936507964891101,0.11621446953136094,0.8775510256793223,0.003,12,0,20,200,0,uniform,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb280f5d08>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
100,0.700018566752237,0.777777786292727,0.3720061034977842,0.8401360609093491,0.003,12,0,20,100,0,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb280fa2f0>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
100,0.1730426684731529,0.7857142771993365,0.12445144304612867,0.8435374161824077,0.001,12,7,20,100,0,normal,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb280f5d08>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
200,0.9272190199957954,0.7936507832436335,0.37705004392635255,0.8605442087666518,0.001,12,0,10,200,0,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb280fa2f0>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
200,0.20731703806964177,0.8015872873957195,0.10095623005688394,0.8843537382528085,0.001,12,7,10,200,0,normal,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb280f5d08>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
100,0.7562894016977341,0.7777777768316723,0.39603873788296773,0.8401360527998736,0.003,12,0,10,100,0,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb280fa2f0>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
100,0.572213559869736,0.7777777768316723,0.41652583751548716,0.8639455778258187,0.003,12,7,20,100,0,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb280fa2f0>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
100,0.17742031647099388,0.7698412599071623,0.1548099957001047,0.8095238115511784,0.001,12,7,10,100,0,uniform,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb280f5d08>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
200,0.6797810149571252,0.7857142771993365,0.3826097948920159,0.8469387710499926,0.001,12,7,10,200,0,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb280fa2f0>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
100,0.18443251862412408,0.7936507870280554,0.12162479129778285,0.8571428534935932,0.001,6,0,20,100,0,uniform,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb280f5d08>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
100,0.19261088186786288,0.7936507917585827,0.12893172216658688,0.8503401275394725,0.003,6,0,10,100,0,uniform,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb280f5d08>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
100,0.1781664053125987,0.7698412670029534,0.15929559978092608,0.809523822904444,0.003,12,5,20,100,0,normal,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb280f5d08>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
100,0.5514115842561873,0.7777777768316723,0.47006864288226274,0.8197278935893052,0.001,6,7,10,100,0,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb280fa2f0>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
200,1.240281359543876,0.7936507927046882,0.3988360567968719,0.85034012835042,0.001,6,0,20,200,0,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb280fa2f0>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
100,0.6072894169224633,0.7857142771993365,0.4305888892841988,0.8401360475287145,0.003,6,0,10,100,0,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb280fa2f0>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
200,0.23062445790994734,0.7857142819298638,0.10977421089576013,0.8741496549982603,0.001,12,5,10,200,0,uniform,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb280f5d08>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
100,0.540966778047501,0.7698412599071623,0.4878626666506942,0.8095238115511784,0.001,6,7,10,100,0,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb280fa2f0>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
100,0.6219725528406719,0.777777772101145,0.39796131697236276,0.8469387734828352,0.003,6,0,10,100,0,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb280fa2f0>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
100,0.5395374714382111,0.7698412599071623,0.4877613937976409,0.8095238115511784,0.003,12,0,10,100,0,normal,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb280fa2f0>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
100,0.5505838677996681,0.7698412599071623,0.48250601293683865,0.8095238107402308,0.001,12,5,10,100,0,normal,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb280fa2f0>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
100,0.17423136922575178,0.7857142771993365,0.1305829897700321,0.8299319683289041,0.001,6,2,10,100,0,uniform,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb280f5d08>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
100,0.5853582090801663,0.7777777768316723,0.4710184479651808,0.8197278964276217,0.003,12,2,20,100,0,normal,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb280fa2f0>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
100,0.1921719695840563,0.7698412670029534,0.15230269152290968,0.8095238224989703,0.001,12,2,20,100,0,uniform,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb280f5d08>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
200,3.709720316387358,0.7698412670029534,2.9864851001168593,0.809523824931813,0.003,6,0,20,200,0,uniform,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb280fa2f0>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
200,3.7097203353094677,0.7698412599071623,2.992584066393354,0.8095238127675998,0.003,12,0,10,200,0,uniform,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb280fa2f0>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
100,0.22102778771566967,0.7698412670029534,0.19047618758718984,0.809523822904444,0.001,6,0,20,100,0,uniform,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb280f5d08>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
100,0.21562728072915757,0.7777777768316723,0.12600876664628788,0.8367347015815527,0.001,12,0,20,100,0,uniform,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb280f5d08>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
100,0.5158894203958058,0.7698412599071623,0.45193492565430754,0.8095238127675998,0.001,6,5,10,100,0,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb280fa2f0>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
200,0.18484338739561657,0.7936507964891101,0.12387823969835327,0.8469387690226237,0.001,6,2,20,200,0,uniform,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb280f5d08>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
200,0.2186128967811191,0.7777777768316723,0.11808177585504492,0.8775510216245845,0.001,6,0,20,200,0,uniform,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb280f5d08>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
