round_epochs,val_loss,val_acc,loss,acc,lr,first_neuron,hidden_layers,batch_size,epochs,dropout,kernel_initializer,optimizer,losses,activation,last_activation
100,0.25223207202824677,0.6060606241226196,0.13731005205772817,0.8157894846640135,0.3007,6,1,5,100,0,uniform,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb1e067d90>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
200,0.2480227852409536,0.6060606241226196,0.14980805618075752,0.8026315907114431,0.001,12,5,5,200,8,uniform,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb1e067d90>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
200,0.24939788020018375,0.6060606132854115,0.17297279677892985,0.7828947556646246,0.6004,12,7,20,200,8,uniform,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb1e067d90>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
100,0.3732504519549283,0.621212130243128,0.206071992257708,0.7960526394216638,0.2008,6,0,20,100,0,uniform,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb1e067d90>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
100,0.24916668010480475,0.6060606241226196,0.17033567436431585,0.8092105318056909,0.9001,12,3,50,100,4,uniform,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb1e067d90>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
100,0.2387616837566549,0.6060606096730088,0.20017698113071292,0.7828947478219083,0.6004,6,3,50,100,2,normal,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb1e067d90>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
100,0.24779757315462286,0.6060606241226196,0.17036318433422007,0.7828947497825873,0.6004,6,4,5,100,8,uniform,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb1e067d90>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
100,0.6806547560475089,0.6060606241226196,0.5040268579399899,0.8026315897311035,0.1009,12,2,5,100,2,uniform,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb1e068378>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
100,0.6848445742419271,0.6060606241226196,0.5233941590903621,0.7828947497825873,0.8002,12,6,5,100,2,normal,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb1e068378>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
100,0.6921781157002305,0.6060606132854115,0.48995422140548106,0.8026315914957147,0.4006,12,6,20,100,4,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb1e068378>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
100,0.23965764316645535,0.6060606241226196,0.16317805353748172,0.8092105318056909,0.3007,12,2,50,100,0,normal,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb1e067d90>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
100,0.248915561672413,0.6060606132854115,0.16406659958393952,0.8026315730653311,0.001,12,4,10,100,0,uniform,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb1e067d90>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
200,0.24584768351280328,0.6060606132854115,0.15387525154571785,0.8092105255315178,0.7003,6,4,10,200,4,normal,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb1e067d90>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
100,0.24879913212675037,0.6060606132854115,0.17333583837669148,0.78289474390055,0.6004,6,6,10,100,0,uniform,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb1e067d90>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
100,0.2387517374573332,0.6060606096730088,0.2012570472924333,0.782894754880353,0.1009,12,8,50,100,2,normal,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb1e067d90>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
200,0.24885501419052933,0.6212121392741348,0.14101216201915553,0.8355263095153006,0.5005,6,4,10,200,0,normal,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb1e067d90>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
200,0.24724607621178482,0.6212121121811144,0.14656604159819453,0.8223684336009779,0.4006,12,3,20,200,8,uniform,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb1e067d90>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
100,0.7249136025255377,0.6060606241226196,0.48842798766533013,0.8092105353349134,0.9001,12,2,5,100,8,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb1e068378>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
200,0.2480098447113326,0.6060606132854115,0.14564153454021403,0.8355263157894737,0.6004,6,3,10,200,0,uniform,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb1e067d90>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
100,0.2487481441913229,0.6060606241226196,0.16344090350168317,0.7828947497825873,0.7003,12,6,5,100,8,uniform,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb1e067d90>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
200,0.6908754417390535,0.6060606132854115,0.5236514940073616,0.7828947556646246,0.001,6,8,20,200,4,normal,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb1e068378>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
200,0.6891141497727596,0.6060606241226196,0.4831146621390393,0.8092105376877283,0.7003,6,8,5,200,0,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb1e068378>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
200,0.6926319165663286,0.6060606241226196,0.5221674512875708,0.8092105255315178,0.9001,6,7,50,200,8,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb1e068378>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
200,0.6917465889092648,0.6060606096730088,0.5297448011605363,0.7828947478219083,0.001,6,8,50,200,2,normal,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb1e068378>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
100,0.6921724099101443,0.6060606132854115,0.5136387614827407,0.7828947493904516,0.7003,12,7,20,100,8,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb1e068378>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
100,0.24879537161552545,0.6060606132854115,0.1732005034818461,0.7828947415477351,0.1009,6,6,10,100,4,uniform,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb1e067d90>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
200,0.6907654946500604,0.6060606132854115,0.5232685484776372,0.8026315867900848,0.5005,12,8,10,200,8,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb1e068378>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
100,0.2387681653102239,0.6060606096730088,0.2000842380680536,0.7828947478219083,0.9001,6,9,50,100,0,uniform,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb1e067d90>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
100,0.8415387327020819,0.6212121103749131,0.5361039066000989,0.796052643343022,0.4006,6,0,50,100,4,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb1e068378>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
100,0.24977642839605158,0.6060606096730088,0.17211229912936687,0.782894754880353,0.9001,12,6,50,100,0,normal,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb1e067d90>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
200,0.6877860923608144,0.6060606241226196,0.49371060944701495,0.8026315907114431,0.7003,6,8,5,200,8,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb1e068378>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
200,0.2497105630058231,0.6060606241226196,0.16925956357858682,0.8092105318056909,0.1009,12,8,50,200,2,normal,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb1e067d90>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
200,0.6836721689412089,0.6363636526194486,0.40087525370089633,0.8552631665217248,0.2008,12,6,5,200,2,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb1e068378>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
100,0.24778157088792685,0.6060606241226196,0.1703644639714376,0.7828947497825873,0.4006,6,7,5,100,2,normal,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb1e067d90>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
200,0.6900811077970447,0.6060606241226196,0.5103646940306613,0.7828947497825873,0.1009,6,6,5,200,4,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb1e068378>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
200,0.6883563607028036,0.6060606241226196,0.485334618997417,0.8092105376877283,0.6004,6,6,5,200,2,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb1e068378>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
200,0.6908005512121952,0.6060606132854115,0.5235462902407897,0.7828947525275382,0.3007,6,8,20,200,0,normal,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb1e068378>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
200,0.24949889291416516,0.6060606132854115,0.15361067574275167,0.809210540432679,0.9001,6,7,20,200,8,normal,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb1e067d90>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
100,0.6959936095006538,0.6212121248245239,0.5252883414688864,0.782894754880353,0.8002,6,2,50,100,0,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb1e068378>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
200,0.6872164706389109,0.6060606241226196,0.6657256658195125,0.7828947497825873,0.7003,6,1,5,200,0,normal,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb1e068378>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
100,0.39393070249846485,0.6060606096730088,0.21707337156278417,0.7828947478219083,0.3007,12,0,50,100,8,normal,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb1e067d90>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
200,0.6888877550760905,0.6060606132854115,0.5232791463403326,0.7828947454690933,0.3007,6,7,10,200,2,uniform,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb1e068378>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
200,0.691077810345274,0.6060606132854115,0.4823424257338047,0.8092105294528761,0.2008,6,7,10,200,0,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb1e068378>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
200,0.33143795800931525,0.6060606241226196,0.2316686564406968,0.8026315907114431,0.8002,12,1,50,200,8,normal,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb1e067d90>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
200,0.24905437501994046,0.6060606132854115,0.16183397967956567,0.8092105239629745,0.5005,6,9,10,200,8,uniform,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb1e067d90>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
100,0.6922204368042223,0.6060606132854115,0.5069303042010257,0.7828947525275382,0.3007,12,8,20,100,2,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb1e068378>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
100,0.23622612203612472,0.6060606241226196,0.16387219472151054,0.8092105121989,0.1009,12,1,50,100,4,normal,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb1e067d90>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
200,0.6926740534377821,0.6060606096730088,0.5252847898947565,0.782894754880353,0.2008,12,7,50,200,2,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb1e068378>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
100,0.25323694560563925,0.6060606241226196,0.1390255783549755,0.8223684306599592,0.3007,12,1,5,100,0,normal,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb1e067d90>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
100,0.6531709920276295,0.6060606132854115,0.5103408976605064,0.8026315867900848,0.6004,12,2,20,100,0,uniform,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb1e068378>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
200,0.6849907636642456,0.6060606241226196,0.5234558647988659,0.7828947497825873,0.5005,6,8,5,200,2,uniform,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb1e068378>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
100,0.6920002193161936,0.6060606132854115,0.5219083271528545,0.7828947525275382,0.5005,6,3,20,100,0,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb1e068378>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
200,0.6917276292136221,0.6060606096730088,0.5294388030704699,0.782894754880353,0.6004,6,8,50,200,0,normal,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb1e068378>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
200,0.6889068773298552,0.6060606132854115,0.5233329930587819,0.7828947454690933,0.5005,12,6,10,200,4,uniform,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb1e068378>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
100,0.6920799612998962,0.6060606241226196,0.5182651281356812,0.8026315977698878,0.5005,12,5,50,100,8,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb1e068378>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
100,0.23939397660168735,0.6060606132854115,0.15760620154048266,0.8026315789473685,0.6004,6,2,10,100,2,uniform,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb1e067d90>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
200,0.24863892206639954,0.6060606241226196,0.16998790317264043,0.7828947497825873,0.6004,12,6,5,200,0,normal,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb1e067d90>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
200,0.24273363387945926,0.6060606096730088,0.18302874737664274,0.7828947478219083,0.5005,12,6,50,200,0,uniform,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb1e067d90>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
200,0.26909827734484815,0.6060606132854115,0.21757433895560863,0.796052630010404,0.3007,12,0,10,200,2,uniform,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb1e067d90>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
200,0.24281977433146854,0.6060606096730088,0.18287450673156663,0.7828947478219083,0.2008,6,6,50,200,4,uniform,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb1e067d90>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
200,0.6922765970230103,0.6060606132854115,0.49442617516768606,0.8026315946328012,0.6004,12,7,20,200,8,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb1e068378>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
100,0.6575775923150958,0.6060606132854115,0.5225912387433805,0.78289474390055,0.8002,12,3,10,100,2,normal,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb1e068378>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
100,0.6815015438831213,0.6060606096730088,0.55146773904562,0.7828947478219083,0.8002,6,6,50,100,0,normal,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb1e068378>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
100,0.24752060120755975,0.6060606241226196,0.16710753633493655,0.789473695778533,0.001,6,2,5,100,0,normal,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb1e067d90>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
100,0.23876001753590323,0.6060606096730088,0.20261313295678088,0.7828947478219083,0.9001,6,6,50,100,8,normal,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb1e067d90>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
100,0.6888640721638998,0.6060606132854115,0.522336585937362,0.78289474390055,0.6004,6,3,10,100,4,uniform,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb1e068378>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
100,0.23876300183209506,0.6060606096730088,0.20055097694459714,0.7828947478219083,0.4006,6,3,50,100,0,normal,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb1e067d90>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
100,0.24292820782372446,0.6060606132854115,0.1826756604407963,0.7828947556646246,0.5005,12,6,20,100,2,normal,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb1e067d90>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
100,0.6925625475970182,0.6060606096730088,0.5212469928358731,0.7960526104036131,0.6004,12,8,50,100,2,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb1e068378>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
100,0.24345616138342654,0.6060606241226196,0.2307802964197962,0.796052630010404,0.001,12,0,50,100,0,uniform,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb1e067d90>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
200,0.6917910232688441,0.6060606132854115,0.4832856466895656,0.8092105435697656,0.8002,6,4,20,200,0,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb1e068378>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
100,0.6828912948117112,0.6060606096730088,0.5494739279935235,0.7828947478219083,0.2008,6,6,50,100,0,normal,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb1e068378>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
200,0.24836431669466424,0.6060606132854115,0.16932628342979833,0.8092105318056909,0.7003,12,5,10,200,2,uniform,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb1e067d90>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
100,0.2487920138872031,0.6060606132854115,0.17321265351615453,0.7828947454690933,0.9001,12,4,10,100,0,uniform,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb1e067d90>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
100,0.692676179336779,0.6060606096730088,0.5186297426882543,0.7828947478219083,0.8002,6,6,50,100,8,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb1e068378>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
200,0.24978181448849765,0.6060606096730088,0.16851007605069562,0.7828947478219083,0.4006,12,7,50,200,2,uniform,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb1e067d90>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
100,6.349552624153368,0.6060606241226196,3.49932329116922,0.7828947497825873,0.001,6,0,5,100,2,uniform,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb1e068378>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
100,0.6892270364544608,0.6060606241226196,0.5111510593836245,0.8026315897311035,0.7003,12,6,5,100,4,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb1e068378>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
100,0.8647851763349591,0.6060606132854115,0.5788522666614306,0.782894741939871,0.6004,12,2,10,100,2,uniform,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb1e068378>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
100,0.24793528471932266,0.6060606241226196,0.17035926883354,0.7828947493904516,0.7003,12,9,5,100,4,uniform,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb1e067d90>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
100,0.6848866027412992,0.6060606241226196,0.5233840562991405,0.7828947497825873,0.4006,6,7,5,100,8,normal,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb1e068378>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
100,0.690735891009822,0.6060606241226196,0.5043014613421339,0.802631571104652,0.6004,12,3,50,100,2,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb1e068378>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
200,0.24869784351551172,0.6060606132854115,0.15354306383156463,0.8092105333742342,0.001,12,8,10,200,8,normal,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb1e067d90>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
100,0.23569160248294022,0.6060606132854115,0.14495078984059787,0.809210540432679,0.001,12,2,20,100,0,uniform,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb1e067d90>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
100,0.2487635242216515,0.6060606132854115,0.17275286338439114,0.78289474390055,0.5005,12,7,10,100,4,normal,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb1e067d90>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
100,0.6792205824996486,0.6060606096730088,0.555177996817388,0.7828947611545262,0.9001,12,4,50,100,8,uniform,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb1e068378>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
200,0.2497208651268121,0.6060606096730088,0.16927858196983211,0.782894754880353,0.001,6,6,50,200,8,normal,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb1e067d90>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
100,0.2477737647114378,0.6060606241226196,0.17030900194750806,0.7828947497825873,0.1009,12,6,5,100,4,uniform,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb1e067d90>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
100,0.684810502059532,0.6060606241226196,0.5233953674568942,0.7828947497825873,0.6004,6,9,5,100,4,normal,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb1e068378>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
200,0.24523565421501795,0.6212121383710341,0.15370922986614077,0.8092105376877283,0.9001,12,5,5,200,2,uniform,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb1e067d90>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
100,0.6849744085109595,0.6060606241226196,0.5234061511919686,0.7828947497825873,0.7003,6,9,5,100,2,normal,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb1e068378>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
100,1.1128633808005939,0.6363636548772003,0.4961599829165559,0.8026315907114431,0.1009,6,0,5,100,4,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb1e068378>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
200,0.23086617390314737,0.6060606096730088,0.1704387436865976,0.7828947478219083,0.4006,12,2,50,200,2,normal,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb1e067d90>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
100,0.24972073598341507,0.6060606241226196,0.16201880906316402,0.8026315907114431,0.6004,12,5,50,100,0,uniform,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb1e067d90>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
100,0.6908465858661768,0.6060606132854115,0.529301433186782,0.7828947525275382,0.7003,6,4,20,100,2,normal,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb1e068378>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
100,0.2685446386987513,0.6363636309450323,0.16965634964014353,0.8092105310214194,0.001,12,0,20,100,0,uniform,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb1e067d90>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
200,0.24942343885248358,0.6060606132854115,0.17326321688137555,0.7828947525275382,0.2008,6,3,20,200,0,normal,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb1e067d90>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
200,0.27037414050463476,0.6060606241226196,0.2370378173927244,0.7828947497825873,0.9001,6,0,5,200,8,uniform,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb1e067d90>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
200,0.6922458265766953,0.6060606096730088,0.5306204310373256,0.7828947478219083,0.6004,6,6,50,200,8,uniform,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb1e068378>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
100,0.2425925668441888,0.6060606132854115,0.18327449301355764,0.7828947509589949,0.2008,6,9,20,100,4,normal,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb1e067d90>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
100,0.6903038205522479,0.6060606241226196,0.522508361425839,0.7828947497825873,0.5005,12,9,5,100,0,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb1e068378>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
100,0.2949991822242737,0.6212121248245239,0.17619639360590986,0.8026315781630968,0.4006,12,1,50,100,4,normal,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb1e067d90>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
100,0.2387614773981499,0.6060606096730088,0.2003975808620453,0.7828947611545262,0.1009,12,5,50,100,8,uniform,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb1e067d90>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
200,0.24345885465542474,0.6060606241226196,0.15361404405465642,0.8092105376877283,0.5005,12,5,5,200,8,normal,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb1e067d90>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
100,0.6816355152563616,0.6060606096730088,0.5512778876643432,0.7828947478219083,0.2008,12,6,50,100,2,uniform,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb1e068378>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
200,0.6908264304652358,0.6060606132854115,0.5215943361583509,0.7828947493904516,0.3007,12,4,20,200,2,normal,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb1e068378>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
200,0.691316651575493,0.6060606132854115,0.4601259639388637,0.8355263252007333,0.9001,12,3,20,200,4,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb1e068378>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
